measurement_id,temperature_degC,depth_m
61,0.06140351,78.91738000000001
61,-0.9736841999999999,69.80057
61,0.01754386,59.25926
61,0.02631579,49.57265
61,0.01754386,38.746437
61,0.10526316,30.19943
61,0.02631579,19.65812
61,0.00877193,9.401710000000001
61,-0.0087719,0.28490028
62,0.00218566,-0.091709
62,0.000516,1.8649988999999998
62,0.00103573,3.882597
62,0.000106,5.900361
62,0.00205964,7.8566537
62,-0.0194111,8.898515
62,-0.1104607,9.887211
62,-0.06061180000000001,12.113147999999999
63,0.000776,2.873798
63,-0.0048951,8.988562
63,-0.2308572,9.473024
63,-0.319158,9.880564999999999
63,-0.1623889,10.840850999999999
63,-0.086761,11.87158
63,-0.040149300000000006,12.783354
63,-0.0094476,13.819234
63,-0.0062892,14.827701000000001
63,-0.0016658,15.897140499999999
63,0.000807,19.871029999999998
63,-0.00065,25.465612
64,-2.7440374,12.359355
64,-2.615846,17.729843
64,-2.5454842999999996,22.761892
64,-2.4158227,24.612779999999997
64,-2.3876779999999997,26.625598999999998
64,-2.3595333,28.638417999999998
64,-2.389218,30.3128
64,-2.303314,32.831657
65,-2.8630137,11.176471000000001
65,-2.671233,16.050420000000003
65,-2.4520547,21.092438
65,-2.30137,26.134455
65,-2.109589,30.840335999999997
65,-2.109589,36.218486999999996
65,-2.0958905,38.403362
65,-2.0273972,40.7563
65,-2.0547945,42.26891
65,-2.041096,44.62185
65,-1.9863013999999999,46.47059
66,-2.555024,9.664804
66,-2.2966506,14.860335000000001
66,-2.167464,19.720670000000002
66,-1.8947368999999998,24.9162
66,-1.7655503000000001,30.111732
66,-1.5933013999999999,34.97207
66,-1.4210526,40.502792
66,-1.4066986000000001,40.7563
66,-1.2918661,49.888268
66,-1.2488039,54.41340600000001
66,-1.2488039,56.927376
66,-1.2344496999999999,58.93855
66,-1.2918661,61.284916
66,-1.2057416,62.960896
66,-1.2631578,65.13965999999999
67,-1.8229665000000002,14.178273
67,-1.1913875,24.038998
67,-1.0047847,29.387186
67,-0.8755980999999999,34.401115000000004
67,-0.6746411,38.91365
67,-0.6028708,44.094707
67,-0.3875598,49.108635
67,-0.25837319999999997,53.955433
67,-0.1004785,59.303619999999995
67,-0.0143541,60.97493000000001
67,-0.0574163,62.980503000000006
67,-0.043062199999999995,65.320335
67,0.0,67.325905
67,0.02870813,69.164345
68,-1.9905213,9.832402
68,-1.6635071,15.195530999999999
68,-1.3933649,20.223463
68,-1.0947868,24.9162
68,-0.8530806000000001,30.111732
68,-0.6824645,35.139664
68,-0.3696683,40.0
68,-0.3696683,41.843575
68,0.01421801,44.022346
68,-0.0710901,46.03352
68,0.01421801,47.709496
68,-0.056872000000000006,50.055865999999995
69,-1.5507246000000001,15.865922
69,-1.1884058000000002,20.726257
69,-1.1014493,25.921787
69,-0.7681159000000001,30.949720000000003
69,-0.6521739000000001,35.810055
69,-0.47826090000000004,41.005584999999996
69,-0.4347826,45.530727
69,-0.3913043,50.893856
69,-0.1014493,55.921787
69,-0.0144928,57.76536
69,0.02898551,59.776534999999996
69,0.04347826,61.620113
69,-0.043478300000000004,63.631287
69,-0.0144928,65.81006
70,-1.3125,15.181059
70,-0.9086539,20.027855
70,-0.6778846,25.041782
70,-0.49038459999999995,30.055709999999998
70,-0.36057690000000003,34.735374
70,-0.2884615,39.749302
70,-0.2163462,44.930363
70,-0.1153846,49.94429
70,-0.0576923,54.791090000000004
70,-0.1298077,59.805016
70,-0.043269199999999994,61.810584999999996
70,-0.2019231,63.983288
70,-0.1153846,65.98886
70,-0.1009615,67.99443000000001
70,-0.043269199999999994,69.498604
71,0.04124479,21.027739999999998
71,-0.131653,26.90598
71,-2.2363033,33.030994
71,-3.2301135,38.889114
71,-3.8612704,44.020813000000004
71,-3.9610546,48.87141
71,-2.8538094,54.045715
71,-2.7604377,58.901047
71,-2.9570912999999996,64.19046
71,-3.4432843,69.17865
71,-3.8811883999999996,74.16802
71,-3.9569254000000003,79.16627
72,0.07908896,0.29293552
72,0.052904099999999996,3.3805943
72,-5.4070516,8.246875
72,-4.420431,13.271163
72,-3.6269669999999996,18.290716
72,-3.5819813999999996,23.291925
72,-4.361212,33.273037
72,-6.0337877,43.232254
72,-7.3441963,53.200343999999994
72,-8.002705,63.18441800000001
72,-8.226708,73.3262
72,-7.6055592999999995,83.34164
72,-7.443252,93.49289
72,-6.683551,113.07073999999999
73,-4.2224174,5.9229193
73,-2.7803557,15.958476000000001
73,-3.7286943999999997,26.082506
73,-5.135584,35.901173
73,-7.001413,46.002712
73,-8.335869,55.823154
73,-8.922041,65.95606
73,-8.862722999999999,85.810875
73,-8.916453,94.04503000000001
74,-4.918720700000001,0.02337566
74,-7.6730375,2.7500432
74,-9.538769,12.704525
74,-8.99015,22.865244
74,-10.662726,32.824459999999995
74,-10.910778,42.818591999999995
74,-10.965577,52.6704
74,-11.068955,62.9622
74,-11.049961,70.75695
75,-10.309157,9.303218
75,-9.636513,14.466872
75,-9.591624000000001,19.615139000000003
75,-9.908612,24.313353
75,-10.250035,29.452152
75,-10.666903999999999,39.14802
75,-10.794428,49.43923
75,-10.994094,59.287487
75,-10.831883,69.5858
75,-10.862537,79.438194
76,-0.8661235,6.1493998
76,-1.5018553,6.6457996
76,-2.4181795,10.478909
76,-2.0376165,13.319944
76,-1.5051589,18.480906
76,-0.8466609,27.504771999999996
76,-0.7714675999999999,31.366226
76,-0.8256181999999999,43.19988
76,-0.8807026,58.378235
76,-0.8560690000000001,61.209095
76,-0.9612822,73.81315
76,-0.9875674999999999,76.89984
76,-0.7375695,92.08691400000001
76,-0.46214799999999995,107.27472
77,-0.9050279,3.5989716
77,-4.022346499999999,5.912596
77,-5.530726400000001,9.2544985
77,-5.5810056,12.082262
77,-4.952514,14.395885999999999
77,-4.424581,17.73779
77,-4.022346499999999,21.59383
77,-3.067039,32.390747
77,-2.23743,41.131104
77,-2.2877095,49.871464
77,-0.8547485999999999,59.640102
77,-0.42737429999999993,68.38046
77,-0.20111729999999997,77.634964
77,-0.0251397,86.88946
78,-3.1419387000000003,3.238049
78,-5.256179,17.395834
78,-3.4435616000000002,32.43298
78,-1.7463673,47.797965999999995
79,-0.8620344000000001,1.2488993
79,-8.022564,11.305096
79,-6.9333789999999995,18.933119
79,-6.7356853,20.970875
79,-6.606267,26.883293
79,-6.0794377,32.996016999999995
80,-1.9126819,7.5040784
80,-0.3492723,14.812398000000002
80,-0.1496882,22.8385
80,-1.2474011999999999,30.277325
81,-5.122299,3.0462523
81,-6.5577607,5.5847809999999996
81,-6.7548122,8.684486999999999
81,-6.1371910000000005,14.975610000000001
82,-6.253875,5.6462007000000005
82,-5.266261,11.776124000000001
82,-3.8127584000000003,17.902994
82,-3.252363,21.04619
82,-2.7452784,24.032394
82,-2.331327,27.124104
83,-2.8847046,22.389597
83,-2.362641,26.481474
83,-1.7596880000000001,29.657625
83,-1.5074173,31.475578000000002
84,-3.1388873999999998,36.368313
84,-0.0133287,76.53601
84,-0.0817484,117.51123999999999
84,-0.1224705,157.72098
84,-0.18399379999999999,197.17748999999998
84,-0.21087519999999998,236.62526
84,-0.2030988,276.82272
84,-0.27150250000000004,318.55643
84,-0.2914395,358.76093
85,-1.9130939999999999,11.028557000000001
85,-2.1136007,30.799732000000002
85,-2.2170782000000004,52.063334999999995
85,-2.362142,72.57897
85,-1.5298096,116.36038
85,-0.9468985000000001,160.20485
85,-0.1976906,204.76576
85,-0.2037069,248.00064
85,-0.4383434,292.05182
86,-1.7120433000000002,17.045567000000002
86,-1.912166,55.02016999999999
86,-1.779743,92.152214
86,-1.5710918,130.02347
86,-1.2793162,167.11522
86,-0.7588885000000001,204.90764
86,-0.2315484,241.93985
86,-0.2515174,280.62737999999996
86,-0.23687660000000002,317.78918
87,-0.0908049,16.635673999999998
87,-0.11810230000000001,36.363056
87,-0.11075789999999999,56.081683999999996
87,-0.13109500000000002,77.324265
87,-0.17224920000000002,167.11522
87,-0.1856739,117.53751000000001
87,-0.21295540000000002,138.02338
87,-0.2263801,158.50572
87,-0.27447859999999996,177.47988999999998
88,-1.0607926,16.122432999999997
88,-0.9427863000000001,26.711319
88,-0.9423543,47.19017
88,-0.9904369000000001,66.92281
88,-1.0664248,77.560745
88,-1.1695183999999998,117.02776999999999
88,-1.2037282,137.51538
88,-1.1201718,157.21473999999998
88,-1.050456,177.47988999999998
88,-0.8840312,184.46033
88,-0.4257027,234.40412999999998
88,-0.11288599999999999,283.62625
88,-0.1952904,318.53717
88,-0.1810177,338.25403
88,-0.1946344,349.63467
89,-0.0698757,23.456703
89,-0.1387594,42.436122999999995
89,-0.1175423,62.90971999999999
89,-0.130999,81.87512
89,-0.1582644,103.11946
89,-0.1370953,121.31763000000001
89,-0.1851299,143.3257
89,-0.1916422,163.04782
89,-0.1912262,182.7682
90,-4.1419053,0.01487858
90,-4.1403675,0.29362422
90,-4.296198400000001,0.48066923
90,-4.097565,0.9437271
90,-4.055788,1.4079995
90,-3.8176847,1.9172113000000002
90,-4.6352839999999995,2.9921129
90,-3.4142672999999997,3.9583097
90,-3.1282357999999997,6.0467763
90,-2.8040154,7.949109
90,-2.3226826000000003,9.896685
91,-14.079225,11.69219
91,-14.055535,17.923489
91,-13.968273000000002,24.029997
91,-13.875242000000002,30.014069
91,-13.787992000000001,35.998375
91,-13.694961,41.98245
91,-13.619282,47.845024
