study_id,measurement_id,temperature_degC,depth_m,to_bottom,Unnamed: 5,Unnamed: 6,Unnamed: 7
17,255,-12.429633,0.015778723999999997,,,,
17,255,-13.767334,0.4377403,,,,
17,255,-14.809332999999999,0.76593065,,,,
17,255,-15.457123999999999,1.0318543,,,,
17,255,-15.9219675,1.3450787,,,,
17,255,-16.133417,1.6429308999999996,,,,
17,255,-16.161870999999998,1.9410126,,,,
17,255,-16.007616,2.5217509999999996,,,,
17,255,-15.782834,2.9613642999999996,,,,
17,255,-15.361076,3.495367,,,,
17,255,-14.7143,4.2336279999999995,,,,
17,255,-13.64594,5.678485,,,,
17,255,-13.224214000000002,6.243869,,,,
17,255,-12.830767999999999,6.93474,,,,
17,255,-12.451222999999999,7.4529996,,,,
17,255,-12.282669,7.814090299999999,,,,
17,255,-12.07225,8.536113,,,,
17,255,-11.875844,9.195355000000001,,,,
17,255,-11.693752,10.089936999999999,,,,
17,255,-11.441341,11.047367999999999,,,,
17,255,-11.343803999999999,12.035985,,,,
17,255,-11.344645,12.867576,,,,
17,255,-11.401822,13.730475,,,,
17,255,-11.458858,14.452162,,,,
17,255,-11.473489,15.001307500000001,,,,
17,256,-7.052387700000001,0.022528412,,,,
17,256,-9.051655,0.41227877,,,,
17,256,-12.529214999999999,1.0512198999999998,,,,
17,256,-13.683794,1.3478881,,,,
17,256,-14.204928,1.6453514999999999,,,,
17,256,-14.430532999999999,2.0216380000000003,,,,
17,256,-14.444989999999999,2.3981893,,,,
17,256,-14.375131,2.91606,,,,
17,256,-14.164679999999999,3.6067016000000005,,,,
17,256,-13.420239000000002,5.2080564,,,,
17,256,-12.731518,6.228797,,,,
17,256,-11.958654,7.563451,,,,
17,256,-11.649795,8.379739,,,,
17,256,-11.509758999999999,9.101673,,,,
17,256,-11.412253,10.121671000000001,,,,
17,256,-11.356866,11.031784,,,,
17,256,-11.330267,12.569476,,,,
17,256,-11.430419,14.169770000000002,,,,
17,256,-11.459413,15.001326,,,,
17,257,0.027265407000000002,0.87869644,,,,
17,257,-3.5347063999999997,1.4704604,,,,
17,257,-5.7874947,2.001106,,,,
17,257,-7.1954837,2.3288372,,,,
17,257,-9.476519999999999,2.9535897,,,,
17,257,-10.940942,3.4067730000000003,,,,
17,257,-11.8845,3.8292294,,,,
17,257,-12.335203,4.0797099999999995,,,,
17,257,-12.53256,4.3618894,,,,
17,257,-12.744121,4.7695739999999995,,,,
17,257,-12.85743,5.4598093,,,,
17,257,-12.703507,6.3700457,,,,
17,257,-12.436798,7.107829,,,,
17,257,-12.029561,8.081144,,,,
17,257,-11.720828,9.022956,,,,
17,257,-11.524707000000001,9.964625999999999,,,,
17,257,-11.398636,10.57671,,,,
17,257,-11.329141,11.45546,,,,
17,257,-11.343979,12.208578999999999,,,,
17,257,-11.373114999999999,13.181348000000002,,,,
17,257,-11.430308,14.0599375,,,,
17,257,-11.44486,14.530632,,,,
17,257,-11.459429,15.017014999999999,,,,
17,258,0.027281258,0.86300606,,,,
17,258,-1.7469993000000001,1.4883947,,,,
17,258,-3.0565472000000002,1.9103917000000001,,,,
17,258,-5.140512,2.5353917999999998,,,,
17,258,-6.886639,3.1608157,,,,
17,258,-8.379468,3.8650097999999997,,,,
17,258,-9.56258,4.538212000000001,,,,
17,258,-10.64741,5.4625835,,,,
17,258,-11.366235000000001,6.3717239999999995,,,,
17,258,-11.901999,7.218333,,,,
17,258,-12.015246000000001,7.8458065999999995,,,,
17,258,-12.08647,8.677308,,,,
17,258,-12.115605,9.650076,,,,
17,258,-12.046221000000001,10.638659,,,,
17,258,-11.976519999999999,11.313433,,,,
17,258,-11.766196,12.129598,,,,
17,258,-11.696636999999999,12.945585000000001,,,,
17,258,-11.612876,13.636068,,,,
17,258,-11.557315,14.373586999999999,,,,
17,258,-11.473474000000001,14.985617000000001,,,,
17,259,-9.740994,0.0034631912,,,,
17,259,-6.560342299999999,0.6507619,,,,
17,259,-4.153837,1.2343273000000001,,,,
17,259,-3.4925241000000002,1.5175846000000002,,,,
17,259,-3.4224427000000004,1.8157900000000002,,,,
17,259,-3.5917574999999995,2.2078373,,,,
17,259,-4.042731,2.7250544999999997,,,,
17,259,-4.394898400000001,2.9756587000000003,,,,
17,259,-5.6906075,3.633029,,,,
17,259,-6.887796400000001,4.306213400000001,,,,
17,259,-8.240097,5.2459397,,,,
17,259,-9.141742,5.982256400000001,,,,
17,259,-9.846267999999998,6.6717496,,,,
17,259,-10.663834,7.784741400000001,,,,
17,259,-11.298832,9.321603,,,,
17,259,-11.553383,10.482372999999999,,,,
17,259,-11.708891,11.141174000000001,,,,
17,259,-11.639586,12.208208,,,,
17,259,-11.640553,13.165320999999999,,,,
17,259,-11.627316,13.996929000000002,,,,
17,259,-11.501372,14.734535999999999,,,,
17,259,-11.487597000000001,15.032670999999999,,,,
18,40,-5.5862203,4.1693296,False,,,
18,40,-4.856366599999999,8.363802,False,,,
